"id","package_item_A","package_item_B","package_item_C","package_project_name","package_technology","package_coordinator","package_country","registration_surveyid","registration_survey_deviceimei","registration_survey_start","registration_survey_end","registration_district","registration_village","registration_qst101","registration_gender","registration_age","registration_whocontrolstheincome","registration_whocontrolstheincome_oth","registration_farm_geo_longitude","registration_farm_geo_latitude","registration_farm_geo_elevation","registration_farm_geo_gps_precision","d9map_surveyid","d9map_survey_deviceimei","d9map_survey_start","d9map_survey_end","d9map_generalappearanc_pos","d9map_generalappearanc_neg","d9map_plantheightabove_pos","d9map_plantheightabove_neg","d9map_suitabilitysoils_pos","d9map_suitabilitysoils_neg","d9map_overallbest9map_pos","d9map_overallbest9map_neg","d9map_xticbestclon9map","d9map_xticbestclon9map_oth","d9map_farm_geo_longitude","d9map_farm_geo_latitude","d9map_farm_geo_elevation","d9map_farm_geo_gps_precision","d6map_surveyid","d6map_survey_deviceimei","d6map_survey_start","d6map_survey_end","d6map_stemappear6map_pos","d6map_stemappear6map_neg","d6map_branchhabit_pos","d6map_branchhabit_neg","d6map_generalappearanc_pos","d6map_generalappearanc_neg","d6map_overperfclon6map","d6map_overallclone6map","d6map_overallclone6map_oth","d6map_photo6map1","d6map_photo6map2","d6map_farm_geo_longitude","d6map_farm_geo_latitude","d6map_farm_geo_elevation","d6map_farm_geo_gps_precision","d3map_surveyid","d3map_survey_deviceimei","d3map_survey_start","d3map_survey_end","d3map_aboutpestresis_pos","d3map_aboutpestresis_neg","d3map_aboutdiseaseres_pos","d3map_aboutdiseaseres_neg","d3map_aboutvigor_pos","d3map_aboutvigor_neg","d3map_overallperfclone","d3map_cloneperformance","d3map_cloneperformance_oth","d3map_farm_geo_longitude","d3map_farm_geo_latitude","d3map_farm_geo_elevation","d3map_farm_geo_gps_precision","d1map_surveyid","d1map_survey_deviceimei","d1map_survey_start","d1map_survey_end","d1map_plantingdate","d1map_fieldslope","d1map_soilquality","d1map_soiltexture","d1map_germination_pos","d1map_germination_neg","d1map_reasongermworst","d1map_reasongermbest","d1map_vigor_pos","d1map_vigor_neg","d1map_reasonvigorbest","d1map_reasonvigorworst","d1map_generalappearanc_pos","d1map_generalappearanc_neg","d1map_reasongappbest","d1map_reasongappworst","d1map_useimpvar","d1map_acessextension","d1map_accessplantmat","d1map_stemreplacement","d1map_farm_geo_longitude","d1map_farm_geo_latitude","d1map_farm_geo_elevation","d1map_farm_geo_gps_precision","X12map_harvest_field_surveyid","X12map_harvest_field_survey_deviceimei","X12map_harvest_field_survey_start","X12map_harvest_field_qst101","X12map_harvest_field_stemquality_pos","X12map_harvest_field_stemquality_neg","X12map_harvest_field_rootshapes_pos","X12map_harvest_field_rootshapes_neg","X12map_harvest_field_rootofsize_pos","X12map_harvest_field_rootofsize_neg","X12map_harvest_field_rootyieldcass_pos","X12map_harvest_field_rootyieldcass_neg","X12map_harvest_field_diseaseresistanc_pos","X12map_harvest_field_diseaseresistanc_neg","X12map_harvest_field_rootcotcolor_pos","X12map_harvest_field_rootcotcolor_neg","X12map_harvest_field_overallrootlike_pos","X12map_harvest_field_overallrootlike_neg","X12map_harvest_field_overalperfharvst_pos","X12map_harvest_field_overalperfharvst_neg","X12map_harvest_field_overallscoreharv","X12map_harvest_field_perf_perfmlocalharvst_1","X12map_harvest_field_perf_perfmlocalharvst_2","X12map_harvest_field_perf_perfmlocalharvst_3","X12map_harvest_field_survey_end","X12map_harvest_field_farm_geo_longitude","X12map_harvest_field_farm_geo_latitude","X12map_harvest_field_farm_geo_elevation","X12map_harvest_field_farm_geo_gps_precision","X12map_flour_based_meal_surveyid","X12map_flour_based_meal_survey_deviceimei","X12map_flour_based_meal_survey_start","X12map_flour_based_meal_qst101","X12map_flour_based_meal_easedrying_pos","X12map_flour_based_meal_easedrying_neg","X12map_flour_based_meal_easemingling_pos","X12map_flour_based_meal_easemingling_neg","X12map_flour_based_meal_stickinesspaste_pos","X12map_flour_based_meal_stickinesspaste_neg","X12map_flour_based_meal_tastecasspaste_pos","X12map_flour_based_meal_tastecasspaste_neg","X12map_flour_based_meal_texturepaste_pos","X12map_flour_based_meal_texturepaste_neg","X12map_flour_based_meal_colorcasspaste_pos","X12map_flour_based_meal_colorcasspaste_neg","X12map_flour_based_meal_overalpastelike_pos","X12map_flour_based_meal_overalpastelike_neg","X12map_flour_based_meal_overalperfoflour_pos","X12map_flour_based_meal_overalperfoflour_neg","X12map_flour_based_meal_scoreperfomflour","X12map_flour_based_meal_perf_overalperflocal_1","X12map_flour_based_meal_perf_overalperflocal_2","X12map_flour_based_meal_perf_overalperflocal_3","X12map_flour_based_meal_choicreplantflou_pos","X12map_flour_based_meal_choicreplantflou_neg","X12map_flour_based_meal_survey_end","X12map_boiledroots_surveyid","X12map_boiledroots_survey_deviceimei","X12map_boiledroots_survey_start","X12map_boiledroots_qst101","X12map_boiledroots_easepeeling_pos","X12map_boiledroots_easepeeling_neg","X12map_boiledroots_cookingtime_pos","X12map_boiledroots_cookingtime_neg","X12map_boiledroots_mealiness_pos","X12map_boiledroots_mealiness_neg","X12map_boiledroots_cookedtaste_pos","X12map_boiledroots_cookedtaste_neg","X12map_boiledroots_softness_pos","X12map_boiledroots_softness_neg","X12map_boiledroots_fibrousness_pos","X12map_boiledroots_fibrousness_neg","X12map_boiledroots_overalboiledroot_pos","X12map_boiledroots_overalboiledroot_neg","X12map_boiledroots_overallperf_pos","X12map_boiledroots_overallperf_neg","X12map_boiledroots_scoreperformboil","X12map_boiledroots_perf_performlocal_1","X12map_boiledroots_perf_performlocal_2","X12map_boiledroots_perf_performlocal_3","X12map_boiledroots_choicreplantboil_pos","X12map_boiledroots_choicreplantboil_neg","X12map_boiledroots_survey_end"
11,"MM16/1627  ","MM06/123","UG120198","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","f80d0b8a-7a22-4b90-a5c2-dba4f76c7827",359027091121525,"2019-05-10 10:14:32","2019-05-11 12:05:54","Mitiyana","Kabule",11,"Female",45,"Female",NA,32.13661,0.4169167,1261.4,4.5,"b1163b94-43c3-4f47-88e2-f2d75906dfe6",357828103081348,"2020-04-20 10:28:05","2020-04-20 12:33:34","A","C","A","C","A","C","A","C","Suitability To Soils","Garden not managed well.",32.13665,0.41683,1279.2,4.6,"dec64fe3-62f8-4a50-950c-55e2f401085b",357828103081348,"2019-11-13 17:50:13","2020-02-26 11:50:12","A","C","A","C","A","C","A","Plant Branching Habit","Garden looked after well.","1582706998643.jpg","1582707009014.jpg",32.1365,0.416935,1280.1,3.7,"c25bf50c-9e71-44f6-9d49-928240ce1279",357828103081348,"2019-09-06 08:48:41","2019-09-06 19:12:48","A","C","A","C","A","B","Option A","Disease Resistance","Farmer has looked after the garden well.",32.13606,0.41716,1308.2,4.2,"ed96e66e-7b5b-4c50-bfa8-d0c4135b3354","352782100396305","2019-06-25 15:32:53","2019-06-25 15:46:30","2019-04-28","Flat","Regular","Loamy","B","C","Many plants germinated.","Few plants germinated.","B","C","Big plants","Small short plants.","B","C","Big plants, dark color.","Small plants pale color",2,1,2,"Two To Three Years",32.13653,0.4168433,1278.1,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"UG130016 ","UG120124","UG120193","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","d3834d2a-de39-4d1f-bf88-f2196b7d277c",359027091121525,"2019-05-10 14:00:09","2019-05-11 12:03:25","Mitiyana","Ttanda",12,"Female",38,"Female",NA,32.1294,0.38802,1287.5,5,"386bdd2f-16c5-4384-beef-a3898dd31092",357828103081348,"2020-04-20 14:54:11","2020-04-20 14:56:37","C","B","C","B","C","B","C","B","Plant Height","Soils didn`t support cassava.",32.12949,0.3880583,1291.8,4.2,"8cd1e577-8618-4ab9-8e32-aac8fa8ce441",357828103081348,"2019-11-14 12:11:49","2020-02-26 11:23:11","C","A","C","A","C","A","C","Stem Appearance","Farmer has well wedded. But the soil type does not support the crop.","1582705387419.jpg","1582705314597.jpg",32.12947,0.38812,1290.5,4.6,"34f20258-8ae4-4ab1-87b2-0405cc439033",357828103081348,"2019-09-06 12:29:14","2019-09-06 19:12:58","A","B","B","A","C","A","Option C","Disease Resistance","The variety A is more stanted,the    soils are poor.",32.12887,0.3880133,1349.6,5,"5e4ed561-3078-4ba1-8234-a428b1a9b580","355978097244907","2019-06-25 16:51:23","2019-06-26 08:53:23","2019-04-28","Average","Regular","Clay","C","B","Many plants germinated","Few plants germinated","C","A","Big and tall plants with dark color","Small short pale colored plants","C","A","Growing vigorously and are nice looking","Slowly growing and pale color",2,1,2,"Above Five Years",32.12944,0.3880317,1290.2,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"UG120156","UG120193","UG120024 ","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","20320044-9c6b-4499-ab57-5be0374872a2",359027091121525,"2019-05-10 09:54:20","2019-05-11 12:06:13","Mitiyana","Mawungwe",13,"Female",62,"Female",NA,32.13748,0.4232783,1251.1,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bc561d5e-e40d-41ab-8425-b98d16218dcd",357828103081348,"2019-11-13 16:34:00","2020-02-26 11:48:31","B","A","B","A","B","A","B","Stem Appearance","Garden not wedded.","1582706896685.jpg","1582706908753.jpg",32.13741,0.4232783,1266.9,3,"43075528-a6c3-4dc9-8a96-9d6440ebcf5e",357828103081348,"2019-09-06 09:16:47","2019-09-06 19:12:53","A","B","C","B","C","A","Option C","Disease Resistance","Garden not weeded.",32.13737,0.4232033,1282.8,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"MM06/123","UG130007","MM16/0707","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","9237e020-0dd7-42a0-a67b-b11c33437cd0",359027091121525,"2019-05-10 11:25:40","2019-05-11 12:04:58","Mitiyana","Kabule",14,"Male",53,"Male",NA,32.13832,0.4086367,1289.7,4.7,"48846d25-730f-45cd-a29b-3f19624bb4d1",357828103081348,"2020-04-20 10:38:06","2020-04-20 12:33:43","C","B","C","B","C","B","C","B","Plant Height","Farley managed.",32.1383,0.4084833,1274.7,3.9,"a6c1678c-ccca-4a91-bbf2-f70f4c34c632",357828103081348,"2019-11-13 15:54:26","2020-02-26 11:46:08","C","B","C","B","C","B","C","Stem Appearance","Management so for good.","1582706753486.jpg","1582706765642.jpg",32.13836,0.4086233,1285.7,4.4,"c8fe228c-5708-460a-b788-22cfc6f1778e",357828103081348,"2019-09-06 08:32:57","2019-09-06 19:12:43","C","B","A","B","C","B","Option C","Plant Vigor","Garden well managed.",32.13833,0.4085267,1277.4,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"UG120198","UG120180","MM16/1627  ","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","650a8978-4e80-4643-b361-2c502fce2ac8",359027091121525,"2019-05-10 11:06:21","2019-05-11 12:05:11","Mitiyana","Kabule",15,"Female",27,"Male",NA,32.13826,0.4199717,1201.7,4.9,"1a6b1200-fb8c-4af1-a2cc-f5fc3e274ac5",357828103081348,"2020-04-20 10:13:00","2020-04-20 12:33:27","C","B","C","B","C","B","C","B","Suitability To Soils","Management Farley done.",32.13812,0.42003,1262.2,4.7,"b05de4ba-611a-40f3-9e65-26e9ce04949b",357828103081348,"2019-11-13 17:21:47","2020-02-26 11:49:24","C","A","C","A","C","A","C","Stem Appearance","Garden inter cropped with maize and beans and not wedded.","1582706945366.jpg","1582706961811.jpg",32.1379,0.4200217,1251,4.7,"73dea644-eee9-4c01-b5d9-6d21aef181d2",357828103081348,"2019-09-06 09:01:31","2019-09-06 19:13:28","C","B","A","B","C","A","Option C","Disease Resistance","Farmer has intercroped our cassava with beans.",32.13755,0.4201033,1249.3,5,"32d5e0d6-8b02-4441-b9e5-257fcd4c3c66","359027091121525","2019-06-25 14:36:24","2019-06-25 14:43:17","2019-04-28","Average","Regular","Clay Loam","C","A","They all germinated","Some didn`t germinate","C","A","The stems are big","The stems are small","C","B","The plants are healthy","Has disease",2,2,1,"After A Year",32.13794,0.4198583,1239,4.9,"e753d816-1818-408b-9dd6-713a32340dfc","663e2f8ebb4882c3","2020-06-05 10:19:50",15,"A","C","A","C","A","C","A","C","A","C","A","C","A","C","A","C",4,"Worst","Worst","Worst","2020-06-05 10:31:43",32.13792,0.419993,1275.76,3.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bedf7d24-af8f-4da3-857b-c7a51d0a1454","663e2f8ebb4882c3","2020-06-05 11:29:04",15,"A","C","A","C","A","C","A","C","A","C","A","C","A","C","A","C",4,"Worst","Worst","Worst","A","B","2020-06-05 11:44:05"
16,"UG120024 ","NAROCASS 1","UG130016 ","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","7183645f-7710-4c9b-ad17-026549840f9d",359027091121525,"2019-05-10 12:42:55","2019-05-11 12:04:41","Mitiyana","Saala A",16,"Female",52,"Female",NA,32.17554,0.3949017,1139.6,4.7,"43847c77-9338-4232-896a-2ee8ed1fde4a",357828103081348,"2020-04-20 11:20:02","2020-04-20 12:33:57","B","A","B","A","B","A","B","A","Plant Height","Good management.",32.17559,0.3948917,1165.1,3.8,"36f18109-c11f-41ea-846e-9d886ff00c55",357828103081348,"2019-11-14 10:56:18","2020-02-26 11:44:30","B","C","B","C","B","C","B","Stem Appearance","Farmer wedded but the soil is not supportive.","1582706655122.jpg","1582706667754.jpg",32.17558,0.3950133,1179.4,2.8,"49161436-7640-4598-8d88-569d571cfd3d",357828103081348,"2019-09-06 11:19:30","2019-09-06 19:13:14","A","B","C","B","B","C","Option B","Disease Resistance","Soils are poor.",32.17556,0.395025,1190.1,5,"ecaa786d-3f10-4876-9905-b9d10c0ff173","4adc8a7c22151086","2019-06-25 16:25:51","2019-06-26 09:07:10","2019-04-29","Average","Good","Loamy","C","A","Higher number of plants sprouted","Damage by termites","B","C","Plants are taller and growing fast","Plants are shorter even its germination was slow","B","C","Leaves are greener and looking healthy","Plants shorter and leaves not looking healthy",2,1,2,"Above Five Years",32.17561,0.3949685,1195.422,4.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"MM16/0707","UG120198","MM06/123","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","30847599-26fc-424c-bbe2-2aca80b9e0b0",359027091121525,"2019-06-18 13:46:12","2019-06-18 14:17:41","Mitiyana","Saala B",17,"Male",19,"Male",NA,32.16503,0.389325,1191.5,4.7,"5bb79297-eda7-4942-90a5-d267471132a7",357828103081348,"2020-04-20 11:01:36","2020-04-20 12:33:50","B","A","B","A","B","A","B","A","Suitability To Soils","Managed Farley.",32.16509,0.3894183,1176.9,3.1,"156d282f-4df1-4e53-8c29-a3300541e211",357828103081348,"2019-11-14 10:39:13","2020-02-26 11:51:01","C","A","C","A","C","B","C","Stem Appearance","Farmer has wedded well.","1582707042458.jpg","1582707057795.jpg",32.16511,0.3895233,1175.3,4.1,"cbd75fe0-a3b4-451e-8ad5-8387dfd02b1c",357828103081348,"2019-09-06 10:50:12","2019-09-06 19:13:18","C","B","A","B","C","B","Option C","Disease Resistance","Garden properly managed.",32.16501,0.3894083,1187.4,4.9,"184dd008-104e-4273-839f-2b003f27f109","356874101587986","2019-06-25 16:48:34","2019-06-25 17:36:25","2019-04-28","High","Regular","Clay Loam","C","A","High germination percentage","Low germination and weak","C","A","Has many leaves and tall","Weak and miserable","C","A","Tall and very vigorus","Law germination and weak",1,1,1,"After A Year",32.1649,0.3893883,1166.8,4.8,"e1612944-f0ca-4f70-89cb-6045bb878312","357828103081348","2020-06-05 13:14:32",17,"B","A","B","C","B","C","B","C","B","C","B","C","B","C","B","C",2,"Worst","Better","Worst","2020-06-05 13:18:58",32.16499,0.3893883,1174.4,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"386ee2b4-4a42-4a13-8b3d-23e4f6c9c51e","357828103081348","2020-06-05 15:44:51",17,"B","C","B","C","B","C","B","C","B","A","B","C","B","C","B","C",2,"Worst","Better","Worst","B","C","2020-06-05 15:48:40"
18,"UG120124","UG130016 ","UG120193","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","3f8a05cb-d27b-4dff-b7be-3dc14fc3f51d",359027091121525,"2019-06-18 13:15:23","2019-06-18 14:17:50","Mitiyana","Kabule",18,"Male",40,"Male",NA,32.14586,0.4190433,1273.9,5,"36ca05c2-ade4-4211-94e9-ac2d45e6d337",357828103081348,"2020-04-20 09:47:03","2020-04-20 12:33:20","C","A","C","B","C","B","C","A","Suitability To Soils","Farley managed.",32.14572,0.41904,1230.3,4.6,"899d8c48-10ed-4ee2-8f13-69335b717e27",357828103081348,"2019-11-13 16:23:54","2020-02-26 09:20:23","A","C","A","C","A","C","A","Stem Appearance","Farmer has not wedded.","1573651580587.jpg","1573651605061.jpg",32.14582,0.4191567,1259.9,4.2,"2921d408-3a86-4761-8220-87898c0c746c",357828103081348,"2019-09-06 10:00:59","2019-09-06 19:13:05","A","C","B","C","A","C","Option A","Disease Resistance","Farmer needs to weed.",32.14557,0.4192017,1208,5,"c0d7ff59-d173-4226-be2b-2aa2025039d8","355978097244907","2019-06-25 15:24:36","2019-06-26 08:54:02","2019-04-28","Average","Good","Loam","B","C","Many plants germinated","Effect of sun","B","A","Grows very well as compared to others","Grows slowly","B","A","Plants look healthier","Leaves are tinny",1,1,1,"After A Year",32.14582,0.4190383,1262.7,3.9,"3d9736b1-501b-40f1-80ef-7afc9e85a674","33dacd938494c498","2020-06-05 11:12:28",18,"B","C","B","C","B","C","B","A","B","C","B","C","B","C","B","C",2,"Worst","Better","Worst","2020-06-05 11:21:47",32.14592,0.4190945,1251.901,4.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8f04e5f3-b4dd-45ff-92f6-ef589202684d","33dacd938494c498","2020-06-05 14:07:29",18,"A","C","C","B","C","B","C","B","C","B","C","A","C","B","C","B",2,"Worst","Worst","Better","C","B","2020-06-05 14:12:18"
19,"MM16/1627  ","UG120156","NAROCASS 1","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","862279f6-9d32-4820-a26e-ea8e9fc3dcb7",351856086769908,"2019-05-09 22:40:00","2019-05-12 22:38:51","Mityana","Kabule",19,"Male",53,"Joint",NA,32.1468,0.4222175,1282,4.551,"03ad1bda-6b2c-4936-83de-fc62b6c4e81e",357828103081348,"2020-04-20 09:35:17","2020-04-20 12:33:03","C","B","C","B","C","B","C","B","Suitability To Soils","Farmer weeded properly.",32.14659,0.4224133,1300.8,4.9,"f9f77276-a80c-4d58-b472-ffc16c298019",357828103081348,"2019-11-13 16:10:31","2020-02-26 11:47:00","B","A","C","A","C","A","C","Stem Appearance","Garden poorly managed, not wedded in time.","1582706805492.jpg","1582706817503.jpg",32.14664,0.42248,1281.8,4.2,"176e6fa2-1e50-4b41-9eac-f4c6454a1a30",357828103081348,"2019-09-06 09:41:30","2019-09-06 19:13:24","A","B","A","B","C","B","Option C","Disease Resistance","Garden well managed.",32.14675,0.4223017,1264.5,4.8,"f17abe84-5abb-456e-82cf-a4c3162163ab","355978097244907","2019-06-25 14:54:44","2019-06-26 08:55:27","2019-04-28","High","Regular","Sandy","C","B","Could be of best type","Not better variety","C","B","Grows faster","Take long time to grow","C","B","No rotting took place","Most plants rotted underground",2,2,1,"After A Year",32.14689,0.422185,1257.8,4.9,"853d23fe-33c9-46b5-a156-367d8858b2ea","33dacd938494c498","2020-06-05 09:28:52",19,"B","C","C","B","C","B","C","B","C","A","C","B","C","B","C","B",2,"Better","Worst","Better","2020-06-05 09:50:00",32.14676,0.4221959,1285.305,3.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1f89d0fa-b1b9-42b0-b276-d0825d3c650e","33dacd938494c498","2020-06-05 12:58:40",19,"A","B","A","B","B","A","B","A","A","C","C","B","B","A","B","A",3,"Worst","Better","Worst","B","A","2020-06-05 13:05:18"
20,"UG120180","UG120024 ","UG130007","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","53f626e1-f152-41fd-8956-970cd37a2362",351856086769908,"2019-05-09 21:48:22","2019-05-10 07:11:52","Mityana","Kabule",20,"Male",40,"Joint",NA,32.1466,0.422452,1275,4.551,"1e03d7a2-c894-4a7c-84b6-ea2209e55d91",357828103081348,"2020-04-20 09:39:23","2020-04-20 12:33:13","C","A","C","A","C","A","C","A","Suitability To Soils","Garden managed well.",32.14681,0.4221983,1299.4,4.6,"c8a0b79d-49e6-42a0-89fc-8bc88b82b41c",357828103081348,"2019-11-13 16:15:04","2020-02-26 11:47:48","C","A","C","A","C","B","C","Stem Appearance","Garden not wedded.","1582706848054.jpg","1582706865647.jpg",32.14677,0.4222217,1281.5,4.9,"c86d7622-7e7b-44da-bdb8-dcefcc465638",357828103081348,"2019-09-06 09:48:51","2019-09-06 19:13:10","B","A","B","A","B","C","Option B","Disease Resistance","Good garden.",32.14645,0.4226517,1221.4,5,"56236e06-3af7-43b5-bc90-68e3b95edbbd","355978097244907","2019-06-25 15:09:59","2019-06-26 08:54:37","2019-04-28","High","Regular","Sandy","C","B","98% of plants germinated","Few plants germinated","C","B","Faster rate of growth","Short and stunted","A","B","Plants look very healthy","Small tinny and yellowish leaves",2,2,2,"After A Year",32.14652,0.422445,1286.9,3.1,"c9435075-e0ac-48d4-9388-29cecedbe33f","33dacd938494c498","2020-06-05 09:50:06",20,"C","A","C","A","C","A","C","B","C","A","C","B","C","A","C","A",2,"Worst","Worst","Better","2020-06-05 09:58:02",32.14659,0.4224265,1278.842,3.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c85cdfe1-4102-4f80-9c63-563a6d7d8eca","33dacd938494c498","2020-06-05 13:22:00",20,"C","A","C","B","A","B","C","A","C","A","B","C","C","A","C","A",3,"Worst","Worst","Better","C","A","2020-06-05 13:25:48"
21,"UG130016 ","UG120198","UG120180","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","cb209969-af55-4329-b38e-9fb6e31ec4d8",351856086769908,"2019-05-09 04:31:21","2019-05-10 07:10:42","Mityana","Namutidde",21,"Male",25,"Joint",NA,31.94192,0.5212237,1205,4.551,"d6fe8b4a-6b95-4909-959d-3ceb2bc79cf0",352782100396305,"2020-05-17 10:15:59","2020-05-17 10:20:02","B","A","B","A","B","A","B","A","Suitability To Soils","Farmer looked after the plot very well.",31.94196,0.521175,1215.1,2.6,"ef4aacc3-ab5e-4d88-8aa4-1bcb603b8824",352782100396305,"2019-11-13 16:29:08","2020-02-26 08:47:09","C","A","B","A","B","A","B","Plant Branching Habit","Vigour","1573651951124.jpg","1573651982483.jpg",31.94187,0.52109,1209.5,4.9,"bddcc0b6-b6d3-454e-bbcd-2fee9bd0d33f",352782100396305,"2019-09-03 10:38:26","2019-09-04 03:04:00","B","C","B","C","B","A","Option B","Plant Vigor","Option C germinated all and the farmer expected lt to perform best but he is supprized to see that option B is better at this time.",31.94377,0.5216883,197.8,4.5,"735c522f-b12d-40b0-a888-5176ad7f19b3","663e2f8ebb4882c3","2019-06-25 10:19:54","2019-06-26 09:04:38","2019-04-29","High","Good","Loamy","C","B","All plants germinated","Many Plants are missing.","C","B","Plants are taller and growing rapidilly","The stems looked to have deterioted at time of planting","C","B","The plants are looking healthy","Poor germination and. Slow growth",2,2,2,"Above Five Years",31.94194,0.5212069,1207.039,4.288,"a4ab7e0e-65c2-4e80-894b-bfc19c0cf5d3","357828103081348","2020-06-03 17:39:17",21,"B","A","B","C","B","C","A","C","A","C","A","C","A","C","B","C",2,"Better","Better","Worst","2020-06-03 17:43:50",31.94192,0.521195,1208.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81f4f86a-eb8a-4258-a97d-0019f65e7541","357828103081348","2020-06-03 19:47:21",21,"A","B","B","A","C","A","C","A","C","A","C","A","B","A","C","A",2,"Worst","Better","Better","C","A","2020-06-03 19:53:32"
